nct_id,tumor_type,facility,status,city,state,zip,country,lat,lon,contact_name,contact_phone,contact_email
NCT06031688,nsclc,Essentia Health Hibbing Clinic,RECRUITING,Hibbing,Minnesota,55746,United States,47.42715,-92.93769,Site Public Contact,218-786-3308,
NCT06031688,nsclc,Essentia Health Sandstone,RECRUITING,Sandstone,Minnesota,55072,United States,46.13106,-92.86742,Site Public Contact,218-786-3308,CancerTrials@EssentiaHealth.org
NCT06031688,nsclc,Essentia Health Virginia Clinic,RECRUITING,Virginia,Minnesota,55792,United States,47.52326,-92.53657,Site Public Contact,218-786-3308,CancerTrials@EssentiaHealth.org
NCT06031688,nsclc,Baptist Memorial Hospital and Cancer Center-Golden Triangle,RECRUITING,Columbus,Mississippi,39705,United States,33.49567,-88.42726,Site Public Contact,901-226-1366,BCCclintrials@bmhcc.org
NCT06031688,nsclc,Baptist Cancer Center-Grenada,RECRUITING,Grenada,Mississippi,38901,United States,33.769,-89.80842,Site Public Contact,901-226-1366,BCCclintrials@bmhcc.org
NCT06031688,nsclc,Baptist Memorial Hospital and Cancer Center-Union County,RECRUITING,New Albany,Mississippi,38652,United States,34.49427,-89.00784,Site Public Contact,901-226-1366,BCCclintrials@bmhcc.org
NCT06031688,nsclc,Baptist Memorial Hospital and Cancer Center-Oxford,RECRUITING,Oxford,Mississippi,38655,United States,34.3665,-89.51925,Site Public Contact,901-226-1366,BCCclintrials@bmhcc.org
NCT06031688,nsclc,Baptist Memorial Hospital and Cancer Center-Desoto,RECRUITING,Southhaven,Mississippi,38671,United States,34.99176,-90.12759,Site Public Contact,901-226-1366,BCCclintrials@bmhcc.org
NCT06031688,nsclc,Saint Francis Medical Center,RECRUITING,Cape Girardeau,Missouri,63703,United States,37.30588,-89.51815,Site Public Contact,573-334-2230,sfmc@sfmc.net
NCT06031688,nsclc,Siteman Cancer Center at Saint Peters Hospital,RECRUITING,City of Saint Peters,Missouri,63376,United States,38.80033,-90.62651,Site Public Contact,800-600-3606,info@siteman.wustl.edu
NCT06031688,nsclc,Siteman Cancer Center at West County Hospital,RECRUITING,Creve Coeur,Missouri,63141,United States,38.66089,-90.42262,Site Public Contact,800-600-3606,info@siteman.wustl.edu
NCT06031688,nsclc,University Health Truman Medical Center,RECRUITING,Kansas City,Missouri,64108,United States,39.09973,-94.57857,Site Public Contact,816-404-4375,
NCT06031688,nsclc,Saint Luke's Hospital of Kansas City,ACTIVE_NOT_RECRUITING,Kansas City,Missouri,64111,United States,39.09973,-94.57857,,,
NCT06031688,nsclc,University of Kansas Cancer Center - Briarcliff,RECRUITING,Kansas City,Missouri,64116,United States,39.09973,-94.57857,Site Public Contact,913-588-3671,
NCT06031688,nsclc,University of Kansas Cancer Center - North,RECRUITING,Kansas City,Missouri,64154,United States,39.09973,-94.57857,Site Public Contact,913-588-3671,KUCC_Navigation@kumc.edu
NCT06031688,nsclc,University of Kansas Cancer Center - Lee's Summit,RECRUITING,Lee's Summit,Missouri,64064,United States,38.91084,-94.38217,Site Public Contact,913-588-3671,KUCC_Navigation@kumc.edu
NCT06031688,nsclc,Saint Luke's East - Lee's Summit,ACTIVE_NOT_RECRUITING,Lee's Summit,Missouri,64086,United States,38.91084,-94.38217,,,
NCT06031688,nsclc,University of Kansas Cancer Center at North Kansas City Hospital,SUSPENDED,North Kansas City,Missouri,64116,United States,39.13,-94.56218,,,
NCT06031688,nsclc,Washington University School of Medicine,RECRUITING,St Louis,Missouri,63110,United States,38.62727,-90.19789,Site Public Contact,800-600-3606,info@siteman.wustl.edu
NCT06031688,nsclc,Mercy Hospital South,RECRUITING,St Louis,Missouri,63128,United States,38.62727,-90.19789,Site Public Contact,314-525-6042,Danielle.Werle@mercy.net
NCT06031688,nsclc,Siteman Cancer Center-South County,RECRUITING,St Louis,Missouri,63129,United States,38.62727,-90.19789,Site Public Contact,800-600-3606,info@siteman.wustl.edu
NCT06031688,nsclc,Siteman Cancer Center at Christian Hospital,RECRUITING,St Louis,Missouri,63136,United States,38.62727,-90.19789,Site Public Contact,800-600-3606,info@siteman.wustl.edu
NCT06031688,nsclc,Community Hospital of Anaconda,RECRUITING,Anaconda,Montana,59711,United States,46.12854,-112.94226,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT06031688,nsclc,Billings Clinic Cancer Center,RECRUITING,Billings,Montana,59101,United States,45.78329,-108.50069,Site Public Contact,800-996-2663,research@billingsclinic.org
NCT06031688,nsclc,Bozeman Health Deaconess Hospital,RECRUITING,Bozeman,Montana,59715,United States,45.67965,-111.03856,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT06031688,nsclc,Benefis Sletten Cancer Institute,RECRUITING,Great Falls,Montana,59405,United States,47.50024,-111.30081,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT06031688,nsclc,Logan Health Medical Center,RECRUITING,Kalispell,Montana,59901,United States,48.19579,-114.31291,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT06031688,nsclc,Community Medical Center,RECRUITING,Missoula,Montana,59804,United States,46.87215,-113.994,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT06031688,nsclc,OptumCare Cancer Care at Charleston,RECRUITING,Las Vegas,Nevada,89102,United States,36.17497,-115.13722,Site Public Contact,702-384-0013,research@sncrf.org
NCT06031688,nsclc,OptumCare Cancer Care at Fort Apache,RECRUITING,Las Vegas,Nevada,89183,United States,36.17497,-115.13722,Site Public Contact,702-384-0013,research@sncrf.org
NCT06031688,nsclc,New Hampshire Oncology Hematology PA-Concord,RECRUITING,Concord,New Hampshire,03301,United States,43.20814,-71.53757,Site Public Contact,603-224-2556,
NCT06031688,nsclc,Solinsky Center for Cancer Care,RECRUITING,Manchester,New Hampshire,03103,United States,42.99564,-71.45479,Site Public Contact,800-339-6484,
NCT06031688,nsclc,Memorial Sloan Kettering Basking Ridge,RECRUITING,Basking Ridge,New Jersey,07920,United States,40.70621,-74.54932,Site Public Contact,212-639-7592,
NCT06031688,nsclc,Memorial Sloan Kettering Monmouth,RECRUITING,Middletown,New Jersey,07748,United States,40.39428,-74.11709,Site Public Contact,212-639-7592,
NCT06031688,nsclc,Memorial Sloan Kettering Bergen,RECRUITING,Montvale,New Jersey,07645,United States,41.04676,-74.02292,Site Public Contact,212-639-7592,
NCT06031688,nsclc,Virtua Samson Cancer Center,RECRUITING,Moorestown,New Jersey,08057,United States,39.96706,-74.94267,Site Public Contact,856-206-4721,nctn@pennmedicine.upenn.edu
NCT06031688,nsclc,Virtua Voorhees,RECRUITING,Voorhees Township,New Jersey,08043,United States,40.4795,-74.49062,Site Public Contact,856-247-7395,nctn@pennmedicine.upenn.edu
NCT06031688,nsclc,Memorial Sloan Kettering Commack,RECRUITING,Commack,New York,11725,United States,40.84288,-73.29289,Site Public Contact,212-639-7592,
NCT06031688,nsclc,Mary Imogene Bassett Hospital,ACTIVE_NOT_RECRUITING,Cooperstown,New York,13326,United States,42.70048,-74.92426,,,
NCT06031688,nsclc,Memorial Sloan Kettering Westchester,RECRUITING,Harrison,New York,10604,United States,40.96899,-73.71263,Site Public Contact,212-639-7592,
NCT06031688,nsclc,Memorial Sloan Kettering Cancer Center,RECRUITING,New York,New York,10065,United States,40.71427,-74.00597,Site Public Contact,212-639-7592,
NCT06031688,nsclc,University of Rochester,RECRUITING,Rochester,New York,14642,United States,43.15478,-77.61556,Site Public Contact,585-275-5830,
NCT06031688,nsclc,Memorial Sloan Kettering Nassau,RECRUITING,Uniondale,New York,11553,United States,40.70038,-73.59291,Site Public Contact,212-639-7592,
NCT06031688,nsclc,FirstHealth of the Carolinas-Moore Regional Hospital,RECRUITING,Pinehurst,North Carolina,28374,United States,35.19543,-79.46948,Site Public Contact,910-715-3500,jcwilliams@firsthealth.org
NCT06031688,nsclc,Sanford Bismarck Medical Center,RECRUITING,Bismarck,North Dakota,58501,United States,46.80833,-100.78374,Site Public Contact,701-323-5760,OncologyClinicalTrialsFargo@sanfordhealth.org
NCT06031688,nsclc,Sanford Broadway Medical Center,RECRUITING,Fargo,North Dakota,58122,United States,46.87719,-96.7898,Site Public Contact,701-323-5760,OncologyClinicalTrialsFargo@sanfordhealth.org
NCT06031688,nsclc,Sanford Roger Maris Cancer Center,RECRUITING,Fargo,North Dakota,58122,United States,46.87719,-96.7898,Site Public Contact,701-234-6161,OncologyClinicalTrialsFargo@sanfordhealth.org
NCT06031688,nsclc,Aultman Health Foundation,RECRUITING,Canton,Ohio,44710,United States,40.79895,-81.37845,Site Public Contact,330-363-7274,ClinicalReserachDept@aultman.com
NCT06031688,nsclc,Miami Valley Hospital South,RECRUITING,Centerville,Ohio,45459,United States,39.62839,-84.15938,Site Public Contact,937-528-2900,clinical.trials@daytonncorp.org
NCT06031688,nsclc,Ohio State University Comprehensive Cancer Center,RECRUITING,Columbus,Ohio,43210,United States,39.96118,-82.99879,Site Public Contact,800-293-5066,Jamesline@osumc.edu
NCT06031688,nsclc,Miami Valley Hospital,RECRUITING,Dayton,Ohio,45409,United States,39.75895,-84.19161,Site Public Contact,937-528-2900,clinical.trials@daytonncorp.org
NCT06031688,nsclc,Premier Blood and Cancer Center,RECRUITING,Dayton,Ohio,45409,United States,39.75895,-84.19161,Site Public Contact,937-276-8320,
NCT06031688,nsclc,Miami Valley Hospital North,RECRUITING,Dayton,Ohio,45415,United States,39.75895,-84.19161,Site Public Contact,937-528-2900,clinical.trials@daytonncorp.org
NCT06031688,nsclc,Atrium Medical Center-Middletown Regional Hospital,RECRUITING,Franklin,Ohio,45005-1066,United States,39.55895,-84.30411,Site Public Contact,937-528-2900,clinical.trials@daytonncorp.org
NCT06031688,nsclc,Miami Valley Cancer Care and Infusion,RECRUITING,Greenville,Ohio,45331,United States,40.10283,-84.63301,Site Public Contact,937-569-7515,
NCT06031688,nsclc,ProMedica Flower Hospital,RECRUITING,Sylvania,Ohio,43560,United States,41.71894,-83.71299,Site Public Contact,419-824-1842,PCIOncResearch@promedica.org
NCT06031688,nsclc,Upper Valley Medical Center,RECRUITING,Troy,Ohio,45373,United States,40.0395,-84.20328,Site Public Contact,937-528-2900,clinical.trials@daytonncorp.org
NCT06031688,nsclc,Cancer Centers of Southwest Oklahoma Research,RECRUITING,Lawton,Oklahoma,73505,United States,34.60869,-98.39033,Site Public Contact,877-231-4440,
NCT06031688,nsclc,University of Oklahoma Health Sciences Center,RECRUITING,Oklahoma City,Oklahoma,73104,United States,35.46756,-97.51643,Site Public Contact,405-271-8777,ou-clinical-trials@ouhsc.edu
NCT06031688,nsclc,Providence Newberg Medical Center,RECRUITING,Newberg,Oregon,97132,United States,45.30012,-122.97316,Site Public Contact,503-215-2614,CanRsrchStudies@providence.org
NCT06031688,nsclc,Saint Alphonsus Cancer Care Center-Ontario,RECRUITING,Ontario,Oregon,97914,United States,44.02655,-116.96294,Site Public Contact,406-969-6060,mccinfo@mtcancer.org
NCT06031688,nsclc,Providence Willamette Falls Medical Center,RECRUITING,Oregon City,Oregon,97045,United States,45.35734,-122.60676,Site Public Contact,503-215-2614,CanRsrchStudies@providence.org
NCT06031688,nsclc,Providence Portland Medical Center,RECRUITING,Portland,Oregon,97213,United States,45.52345,-122.67621,Site Public Contact,503-215-2614,CanRsrchStudies@providence.org
NCT06031688,nsclc,Providence Saint Vincent Medical Center,RECRUITING,Portland,Oregon,97225,United States,45.52345,-122.67621,Site Public Contact,503-215-2614,CanRsrchStudies@providence.org
NCT06031688,nsclc,Kaiser Permanente Northwest,RECRUITING,Portland,Oregon,97227,United States,45.52345,-122.67621,Site Public Contact,503-335-2400,information@kpchr.org
NCT06031688,nsclc,Oregon Health and Science University,RECRUITING,Portland,Oregon,97239,United States,45.52345,-122.67621,Site Public Contact,503-494-1080,trials@ohsu.edu
NCT06031688,nsclc,WellSpan Medical Oncology and Hematology,RECRUITING,Chambersburg,Pennsylvania,17201,United States,39.93759,-77.6611,Site Public Contact,717-217-6020,
NCT06031688,nsclc,Geisinger Medical Center,RECRUITING,Danville,Pennsylvania,17822,United States,40.96342,-76.61273,Site Public Contact,570-271-5251,HemonCCTrials@geisinger.edu
NCT06031688,nsclc,Geisinger Cancer Center Dickson City,RECRUITING,Dickson City,Pennsylvania,18519,United States,41.47147,-75.60769,Site Public Contact,877-204-6081,hemoncctrials@geisinger.edu
NCT06031688,nsclc,Ephrata Cancer Center,RECRUITING,Ephrata,Pennsylvania,17522,United States,40.17982,-76.17884,Site Public Contact,717-721-4840,
NCT06031688,nsclc,Adams Cancer Center,RECRUITING,Gettysburg,Pennsylvania,17325,United States,39.83093,-77.2311,Site Public Contact,877-441-7957,
NCT06031688,nsclc,Sechler Family Cancer Center,RECRUITING,Lebanon,Pennsylvania,17042,United States,40.34093,-76.41135,Site Public Contact,717-741-8303,doxenberg@wellspan.org
NCT06031688,nsclc,Geisinger Medical Oncology-Lewisburg,RECRUITING,Lewisburg,Pennsylvania,17837,United States,40.96453,-76.88441,Site Public Contact,570-374-8555,HemonCCTrials@geisinger.edu
NCT06031688,nsclc,Community Medical Center,RECRUITING,Scranton,Pennsylvania,18510,United States,41.40916,-75.6649,Site Public Contact,570-703-4768,HemonCCTrials@geisinger.edu
NCT06031688,nsclc,Geisinger Wyoming Valley/Henry Cancer Center,RECRUITING,Wilkes-Barre,Pennsylvania,18711,United States,41.24591,-75.88131,Site Public Contact,570-271-5251,HemonCCTrials@geisinger.edu
NCT06031688,nsclc,Cancer Care Associates of York,RECRUITING,York,Pennsylvania,17403,United States,39.9626,-76.72774,Site Public Contact,717-741-9229,
NCT06031688,nsclc,WellSpan Health-York Cancer Center,RECRUITING,York,Pennsylvania,17403,United States,39.9626,-76.72774,Site Public Contact,877-441-7957,
NCT06031688,nsclc,WellSpan Health-York Hospital,RECRUITING,York,Pennsylvania,17403,United States,39.9626,-76.72774,Site Public Contact,877-441-7957,
NCT06031688,nsclc,AnMed Health Cancer Center,RECRUITING,Anderson,South Carolina,29621,United States,34.50344,-82.65013,Site Public Contact,864-512-4651,rhonda.ballew@anmedhealth.org
NCT06031688,nsclc,Medical University of South Carolina,SUSPENDED,Charleston,South Carolina,29425,United States,32.77632,-79.93275,,,
NCT06031688,nsclc,Sanford Cancer Center Oncology Clinic,RECRUITING,Sioux Falls,South Dakota,57104,United States,43.54369,-96.72796,Site Public Contact,605-312-3320,OncologyClinicTrialsSF@sanfordhealth.org
NCT06031688,nsclc,Sanford USD Medical Center - Sioux Falls,RECRUITING,Sioux Falls,South Dakota,57117-5134,United States,43.54369,-96.72796,Site Public Contact,605-312-3320,OncologyClinicalTrialsSF@SanfordHealth.org
NCT06031688,nsclc,Baptist Memorial Hospital and Cancer Center-Collierville,RECRUITING,Collierville,Tennessee,38017,United States,35.04204,-89.66453,Site Public Contact,901-226-1366,BCCclintrials@bmhcc.org
NCT06031688,nsclc,Baptist Memorial Hospital and Cancer Center-Memphis,RECRUITING,Memphis,Tennessee,38120,United States,35.14953,-90.04898,Site Public Contact,901-226-1366,BCCclintrials@bmhcc.org
NCT06031688,nsclc,The Don and Sybil Harrington Cancer Center,RECRUITING,Amarillo,Texas,79106,United States,35.222,-101.8313,Site Public Contact,806-212-1985,Gina.Cravey@bsahs.org
NCT06031688,nsclc,Huntsman Cancer Institute/University of Utah,RECRUITING,Salt Lake City,Utah,84112,United States,40.76078,-111.89105,Site Public Contact,888-424-2100,cancerinfo@hci.utah.edu
NCT06031688,nsclc,Kaiser Permanente Tysons Corner Medical Center,RECRUITING,McLean,Virginia,22102,United States,38.93428,-77.17748,Site Public Contact,240-632-4285,Charmaine.A.Mckie@kp.org
NCT06031688,nsclc,Kaiser Permanente-Caton Hill Medical Center,RECRUITING,Woodbridge,Virginia,22192,United States,38.65817,-77.2497,Site Public Contact,240-632-4285,Charmaine.A.Mckie@kp.org
NCT06031688,nsclc,Swedish Cancer Institute-Edmonds,RECRUITING,Edmonds,Washington,98026,United States,47.81065,-122.37736,Site Public Contact,206-215-2343,PCRC-NCORP@Swedish.org
NCT06031688,nsclc,Swedish Cancer Institute-Issaquah,RECRUITING,Issaquah,Washington,98029,United States,47.5301,-122.03262,Site Public Contact,206-215-2343,PCRC-NCORP@Swedish.org
NCT06031688,nsclc,Swedish Medical Center-First Hill,RECRUITING,Seattle,Washington,98122,United States,47.60621,-122.33207,Site Public Contact,206-215-2343,PCRC-NCORP@Swedish.org
NCT06031688,nsclc,Edwards Comprehensive Cancer Center,RECRUITING,Huntington,West Virginia,25701,United States,38.41925,-82.44515,Site Public Contact,304-399-6566,Christina.Cole@chhi.org
NCT06031688,nsclc,West Virginia University Healthcare,RECRUITING,Morgantown,West Virginia,26506,United States,39.62953,-79.9559,Site Public Contact,304-293-7374,cancertrialsinfo@hsc.wvu.edu
NCT06031688,nsclc,Duluth Clinic Ashland,RECRUITING,Ashland,Wisconsin,54806,United States,46.59244,-90.8838,Site Public Contact,218-786-3308,CancerTrials@EssentiaHealth.org
NCT06031688,nsclc,Marshfield Medical Center-EC Cancer Center,RECRUITING,Eau Claire,Wisconsin,54701,United States,44.81135,-91.49849,Site Public Contact,800-782-8581,oncology.clinical.trials@marshfieldresearch.org
NCT06031688,nsclc,Gundersen Lutheran Medical Center,RECRUITING,La Crosse,Wisconsin,54601,United States,43.80136,-91.23958,Site Public Contact,608-775-2385,cancerctr@gundersenhealth.org
NCT06031688,nsclc,Marshfield Medical Center-Marshfield,RECRUITING,Marshfield,Wisconsin,54449,United States,44.66885,-90.1718,Site Public Contact,800-782-8581,oncology.clinical.trials@marshfieldresearch.org
NCT06031688,nsclc,Marshfield Medical Center - Minocqua,RECRUITING,Minocqua,Wisconsin,54548,United States,45.87134,-89.71098,Site Public Contact,800-782-8581,oncology.clinical.trials@marshfieldresearch.org
NCT06031688,nsclc,Marshfield Medical Center-Rice Lake,RECRUITING,Rice Lake,Wisconsin,54868,United States,45.50607,-91.73823,Site Public Contact,800-782-8581,oncology.clinical.trials@marshfieldresearch.org
NCT06031688,nsclc,Marshfield Medical Center-River Region at Stevens Point,RECRUITING,Stevens Point,Wisconsin,54482,United States,44.52358,-89.57456,Site Public Contact,800-782-8581,oncology.clinical.trials@marshfieldresearch.org
NCT06031688,nsclc,Marshfield Medical Center - Weston,RECRUITING,Weston,Wisconsin,54476,United States,44.8908,-89.54762,Site Public Contact,800-782-8581,oncology.clinical.trials@marshfieldresearch.org
NCT06033248,nsclc,Memorial Sloan Kettering Basking Ridge (All Protocol Activities),RECRUITING,Basking Ridge,New Jersey,07920,United States,40.70621,-74.54932,"Gaetano Rocco, MD",212-639-3478,
NCT06033248,nsclc,Memorial Sloan Kettering Monmouth (All Protocol Activities),RECRUITING,Middletown,New Jersey,07748,United States,40.39428,-74.11709,"Gaetano Rocco, MD",212-639-3478,
NCT06033248,nsclc,Memorial Sloan Kettering Bergen (All Protocol Activities),RECRUITING,Montvale,New Jersey,07645,United States,41.04676,-74.02292,"Gaetano Rocco, MD",212-639-3478,
NCT06033248,nsclc,Memorial Sloan Kettering Suffolk-Commack (All Protocol Activities),RECRUITING,Commack,New York,11725,United States,40.84288,-73.29289,"Gaetano Rocco, MD",212-639-3478,
NCT06033248,nsclc,Memorial Sloan Kettering Westchester (All Protocol Activities),RECRUITING,Harrison,New York,10604,United States,40.96899,-73.71263,"Gaetano Rocco, MD",212-639-3478,
NCT06033248,nsclc,Memorial Sloan Kettering Cancer Center (All Protocol Activities),RECRUITING,New York,New York,10065,United States,40.71427,-74.00597,"Gaetano Rocco, MD",212-639-3478,
NCT06033248,nsclc,Memorial Sloan Kettering Nassau (All Protocol Activities),RECRUITING,Uniondale,New York,11553,United States,40.70038,-73.59291,"Gaetano Rocco, MD",212-639-3478,
NCT06037954,breast,Memorial Sloan Kettering Cancer Center,RECRUITING,New York,New York,10065,United States,40.71427,-74.00597,"Kelly McDonnell, PhD",646-888-0026,
NCT06039085,prostate,Dartmouth-Hitchcock Medical Center,RECRUITING,Lebanon,New Hampshire,03756,United States,43.64229,-72.25176,"Lawrence M Dagrosa, MD",603-650-8123,Lawrence.M.Dagrosa@hitchcock.org
NCT06039371,prostate,Fred Hutch/University of Washington Cancer Consortium,RECRUITING,Seattle,Washington,98109,United States,47.60621,-122.33207,Michael Schweizer,206-606-6252,schweize@uw.edu
NCT06040125,prostate,Beth Israel Deaconess Medical Center,NOT_YET_RECRUITING,Boston,Massachusetts,02215,United States,42.35843,-71.05977,"David Einstein, MD",617-667-1957,Deinstei@bidmc.harvard.edu
NCT06040125,prostate,Brigham and Women's Hospital,RECRUITING,Boston,Massachusetts,02215,United States,42.35843,-71.05977,"Christina Dieli-Conwright, PhD, MPH",617-582-8321,ChristinaM_Dieli-Conwright@DFCI.HARVARD.EDU
NCT06040125,prostate,Dana-Farber Cancer Institute,NOT_YET_RECRUITING,Boston,Massachusetts,02215,United States,42.35843,-71.05977,"Christina Dieli-Conwright, MD",617-582-8321,ChristinaM_Dieli-Conwright@dfci.harvard.edu
NCT06040541,nsclc,"University of California, Davis Comprehensive Cancer Center",RECRUITING,Sacramento,California,95817,United States,38.58157,-121.4944,,,
NCT06040541,nsclc,Smilow Cancer Hospital (Yale University),RECRUITING,New Haven,Connecticut,06511,United States,41.30815,-72.92816,,,
NCT06040541,nsclc,Florida Cancer Specialists,RECRUITING,Sarasota,Florida,34232,United States,27.33643,-82.53065,,,
NCT06040541,nsclc,Lee Moffitt Cancer Center,RECRUITING,Tampa,Florida,33612,United States,27.94752,-82.45843,,,
NCT06040541,nsclc,Johns Hopkins University,RECRUITING,Baltimore,Maryland,21287,United States,39.29038,-76.61219,,,
NCT06040541,nsclc,Massachusetts General Hospital,RECRUITING,Boston,Massachusetts,02114,United States,42.35843,-71.05977,,,
NCT06040541,nsclc,Dana-Farber Cancer Institute,RECRUITING,Boston,Massachusetts,02215,United States,42.35843,-71.05977,,,
NCT06040541,nsclc,NYU Langone,RECRUITING,New York,New York,10016,United States,40.71427,-74.00597,,,
NCT06040541,nsclc,Memorial Sloan Kettering Cancer Center,RECRUITING,New York,New York,10065,United States,40.71427,-74.00597,,,
NCT06040541,nsclc,Duke Cancer Center,RECRUITING,Durham,North Carolina,27710,United States,35.99403,-78.89862,,,
NCT06040541,nsclc,Carolina BioOncology Institute,RECRUITING,Huntersville,North Carolina,28078,United States,35.41069,-80.84285,,,
NCT06040541,nsclc,The Christ Hospital,RECRUITING,Cincinnati,Ohio,45219,United States,39.12711,-84.51439,,,
NCT06040541,nsclc,Sarah Cannon Research Institute,RECRUITING,Nashville,Tennessee,37203,United States,36.16589,-86.78444,,,
NCT06040541,nsclc,Sarah Cannon Research Institute at Mary Crowley,RECRUITING,Dallas,Texas,75230,United States,32.78306,-96.80667,,,
NCT06040541,nsclc,"University of Texas, MD Anderson Cancer Center",RECRUITING,Houston,Texas,77030,United States,29.76328,-95.36327,,,
NCT06040541,nsclc,START,RECRUITING,San Antonio,Texas,78229,United States,29.42412,-98.49363,,,
NCT06040541,nsclc,NEXT Oncology Virginia,RECRUITING,Fairfax,Virginia,22031,United States,38.84622,-77.30637,,,
NCT06042569,breast,City of Hope Medical Center,RECRUITING,Duarte,California,91010,United States,34.13945,-117.97729,Thanh Nga Doan,626-256-4673,tdoan@coh.org
NCT06042569,breast,Dana-Farber Cancer Institute,RECRUITING,Boston,Massachusetts,02215,United States,42.35843,-71.05977,"Rachel Freedman, MD",617-632-3000,Rachel_Freedman@dfci.harvard.edu
NCT06042569,breast,University of Rochester,RECRUITING,Rochester,New York,14642,United States,43.15478,-77.61556,"Allison Magnuson, MD",585-602-5085,allison_magnuson@urmc.rochester.edu
NCT06043817,nsclc,City of Hope,RECRUITING,Duarte,California,91010,United States,34.13945,-117.97729,,,
NCT06043817,nsclc,City of Hope,RECRUITING,Huntington Beach,California,92648,United States,33.6603,-117.99923,,,
NCT06043817,nsclc,City of Hope,RECRUITING,Irvine,California,92618,United States,33.66946,-117.82311,,,
NCT06043817,nsclc,Levine Cancer Institute - Charlotte,RECRUITING,Charlotte,North Carolina,28204-2990,United States,35.22709,-80.84313,,,
NCT06043817,nsclc,Thomas Jefferson University Research Facility,RECRUITING,Philadelphia,Pennsylvania,19107,United States,39.95238,-75.16362,,,
NCT06043817,nsclc,SCRI Oncology Partners - PPDS,RECRUITING,Nashville,Tennessee,37203,United States,36.16589,-86.78444,,,
NCT06043817,nsclc,University of Texas MD Anderson Cancer Center,RECRUITING,Houston,Texas,77030-4009,United States,29.76328,-95.36327,,,
NCT06043817,nsclc,University of Utah - Huntsman Cancer Institute - PPDS,RECRUITING,Salt Lake City,Utah,84112-5550,United States,40.76078,-111.89105,,,
NCT06043817,nsclc,NEXT Virginia,RECRUITING,Fairfax,Virginia,22031-2171,United States,38.84622,-77.30637,,,
NCT06044025,prostate,University of Arkansas for Medical Sciences,RECRUITING,Little Rock,Arkansas,72205,United States,34.74648,-92.28959,Aaron Holley,5016868274,jaholley@uams.edu
NCT06044857,prostate,University of Texas Southwestern Medical Center,RECRUITING,Dallas,Texas,75239,United States,32.78306,-96.80667,,,
NCT06044857,prostate,UT Southwestern Medical Center,NOT_YET_RECRUITING,Dallas,Texas,75390,United States,32.78306,-96.80667,Sarah Neufeld,214-648-1836,Sarah.Neufeld@utsouthwestern.edu
NCT06046495,nsclc,University of California-Davis,RECRUITING,Sacramento,California,95817-1514,United States,38.58157,-121.4944,"Study Director, MD",,
NCT06046495,nsclc,Research Site,RECRUITING,Louisville,Kentucky,40202,United States,38.25424,-85.75941,,,
NCT06046495,nsclc,Nebraska Cancer Specialists,RECRUITING,Omaha,Nebraska,68130,United States,41.25626,-95.94043,"Study Director, MD",,
NCT06046495,nsclc,Research Site,RECRUITING,New York,New York,100021,United States,40.71427,-74.00597,,,
NCT06046495,nsclc,Sarah Cannon Research Institute,RECRUITING,Nashville,Tennessee,37203,United States,36.16589,-86.78444,"Study Director, MD",,
NCT06046495,nsclc,Swedish Health Sciences,RECRUITING,Seattle,Washington,98122,United States,47.60621,-122.33207,"Study Director, MD",,
NCT06046495,nsclc,Research Site,RECRUITING,Seattle,Washington,98195,United States,47.60621,-122.33207,,,
NCT06047379,nsclc,Precision NextGen Oncology,RECRUITING,Beverly Hills,California,90212,United States,34.07362,-118.40036,Francisco Capilla,(424) 777-0708,Franciscoc@nextgenonc.com
NCT06047379,nsclc,"OPN Healthcare, Inc",RECRUITING,Glendale,California,91203,United States,34.14251,-118.25508,Heather Lyon,,heatherl@opnhc.com
NCT06047379,nsclc,University of Southern California,RECRUITING,Los Angeles,California,90033,United States,34.05223,-118.24368,Sandy Tran,(323) 865-3980,Sandy.Tran@med.usc.edu
NCT06047379,nsclc,MDR Core Network,RECRUITING,Boynton Beach,Florida,33426,United States,26.52535,-80.06643,"Robert Levin, MD",,
NCT06047379,nsclc,Vanderbilt University Medical Center,RECRUITING,Nashville,Tennessee,37232,United States,36.16589,-86.78444,"Alexander Mohler, MD",,
NCT06047379,nsclc,"Baylor, Scott and White Research Institute",RECRUITING,Dallas,Texas,75246,United States,32.78306,-96.80667,Tarah Satterfield,,Tarah.Satterfield@bswhealth.org
NCT06047379,nsclc,Northwest Medical Specialties,RECRUITING,Tacoma,Washington,98405,United States,47.25288,-122.44429,Sue Quinsey,253-380-8173,
NCT06049355,breast,OHSU Knight Cancer Institute,RECRUITING,Portland,Oregon,97239,United States,45.52345,-122.67621,Carolyn Guidarelli,503-494-0444,exercise@ohsu.edu
NCT06050707,colorectal,Allegheny Health Network,NOT_YET_RECRUITING,Pittsburgh,Pennsylvania,15212,United States,40.44062,-79.99589,"Alexander Kirichenko, MD",,
NCT06050707,colorectal,Medical College of Wisconsin Cancer Center,NOT_YET_RECRUITING,Milwaukee,Wisconsin,53226,United States,43.0389,-87.90647,"William A Hall, MD",,
